Store name,Address,States,Region,City,Zip_code,LAT,LNG,Instore,Pickup_Curbside,Local_Delivery,Total_Population_2017,Total_Population_2018,Total_Population_2019,Zipcode_Pop_2013,Zipcode_Pop_2014,Zipcode_Pop_2015,Current_Zipcode_Pop,Pop_density,Pop_Growth_per year_from_2010_to_2020,Predicted_Growth_per_year_from_2020_to_2025,Total_Pop growth_2017,Total_ Pop_growth_2018,Total_ Pop_growth_2019,House_Affordability_Index,Male,Female,Median_Age,Male_median_Age,Female_Median_Age,median_Household_income,Average_Home_Value,Median_Home_Value,White,Blacks_African_american ,American_indian,Asian ,Native_Hawaiian,other_race,two_or_more,Competition,HOH_Owner_15-24,HOH_Owner_25-34,HOH_Owner_35-44,HOH_Owner_45-54,HOH_Owner_55-64,HOH_Owner_65-74,HOH_Owner_75-84,HOH_Owner_85_Plus,HOH_Owner_Total,HOH_Renter_15-24,HOH_Renter_25-34,HOH_Renter_35-44,HOH_Renter_45-54,HOH_Renter_55-64,HOH_Renter_65-74,HOH_Renter_75-84,HOH_Renter_85_Plus,HOH_Renter_Total,Family_Households,Singles_Guardian,Singles,Singles_with_Roomates,Houses_built_2010_0r_later,Studio_Apartment,1_Bedroom,2_Bedroom,3+_Bedroom,Housing_units,Occupied_Housing_Units,Wealth_Index,h_income_<$25k,h_income_$25k,h_income_$45k,h_income_$60k,h_income_$100k,h_income_$150k,h_income_>$200k,Sales_2017,Sales_2018,Sales_2019,Sales_2020
illinois Geneva,2100 South Randall Road Geneva IL,IL,Midwest,Geneva,60134,41.89,-88.31,1,1,1,532272,532720,532403,23500,23160,23190,28565,1855,0.46%,0.22%,0.002995729,0.000868103,-0.00061426,157,14028,14537,39,39,40,103401,389355,333600,26999,133,24,688,7,296,418,11,35,620,2017,2606,1838,795,493,163,8567,82,290,280,341,179,92,70,38,1372,6791,1038,1782,328,41,0,192,839,523,10459,9939,215,986,1045,810,1933,2118,1357,1717,,7016622.869,7217574.192,5476897.267
illinois Lake in the hills ,101 Randall Rd Lake in the hills IL,IL,Midwest,Lake in the Hills,60156,42.18,-88.35,1,1,1,307815,308251,307774,45290,45230,45780,28987,2563,0.24%,0.23%,0.002122208,0.001410492,-0.00154313,182,14413,14574,34,34,34,85570,257962,209400,25134,579,76,1514,12,1053,618,15,72,1417,2809,2375,1244,551,212,38,8718,63,241,246,156,86,30,11,3,836,6374,1200,1525,455,20,0,99,360,511,9894,9554,129,990,1091,1172,2689,2532,863,544,,,6617164.766,4525191.634
illinois O'Fallon,1287 Central Park Dr O'Fallon IL,IL,Midwest,O'Fallon,62269,38.6,-89.91,1,1,1,262600,261360,259686,30060,30140,30270,31348,1160,0.75%,0.06%,-0.002171235,-0.004586596,-0.006191905,190,15262,16086,37,36,38,75903,248106,191600,24751,4404,75,878,32,288,920,6,104,941,1850,2389,1718,906,511,155,8574,327,928,753,622,341,193,124,62,3350,6745,1916,2724,539,165,54,533,1337,1157,12753,11924,122,1874,1403,1195,2820,2340,1275,794,10253581.6,10606627.25,10767009.66,8147680.546
illinois Schaumburg West,101 Barrington Rd Schaumburg IL,IL,Midwest,Schaumburg,60194,42.04,-88.1,1,1,1,5200821,5171960,5150233,28890,28600,28630,19777,5463,-0.07%,-0.23%,-0.004510661,-0.005551243,-0.00417906,167,9349,10428,39,36,41,73261,270761,224000,13580,1016,46,3702,7,891,535,4,40,774,1178,1367,1434,667,342,232,6034,97,464,393,296,166,68,133,281,1898,4031,1090,2434,377,0,120,520,890,308,8476,7932,129,750,1206,1024,2258,1412,590,429,,,2606220.187,5768962.776
indiana Avon,216 Gable Crossing Dr Avon IN ,IN,Midwest,Avon,46123,39.76,-86.39,1,1,1,163622,166908,170311,31960,32050,32560,31754,1036,2.07%,1.57%,0.022239884,0.022513943,0.023315565,265,15473,16281,36,36,37,73760,234192,173200,28431,1474,78,816,22,337,596,10,115,1390,2306,2472,1824,954,411,93,9565,181,489,375,286,195,97,103,128,1854,7388,1439,2100,492,172,56,413,563,644,12046,11419,130,1111,1707,1706,2707,2347,980,670,,,4500109.152,6685955.64
indiana Bloomington,3175 W 3rd St Bloomington IN,IN,Midwest,Bloomington,47404,39.2,-86.6,1,1,0,146638,147230,148431,19780,19560,19790,21026,410,0.68%,0.72%,0.006357981,0.004272332,0.00866735,158,10796,10230,30,29,32,34298,186254,136800,18978,782,48,430,16,251,521,5,72,644,740,1022,1114,673,415,135,4815,1764,1081,479,470,288,118,56,13,4269,3222,1301,2844,1717,250,213,955,1431,1336,9678,9084,51,3329,1913,987,1449,725,106,173,,,4771408.493,4690787.89
indiana Evansville,101 N Green River Rd. Evansville IN ,IN,Midwest,Evansville,47715,37.97,-87.49,1,1,0,180954,181120,181451,34160,34570,35480,27063,1166,0.41%,0.41%,-0.002630086,0.000923032,0.001840504,189,12642,14421,38,35,40,41922,186623,128700,22778,2479,48,669,19,431,639,25,75,611,814,1369,1442,947,793,270,6321,1217,1715,927,874,695,437,456,305,6626,4870,2064,5021,992,37,645,2069,2746,974,14163,12947,66,3350,3242,1707,2403,1224,217,279,,,,
indiana Greenwood,7667 Shelby St Indianapolis IN,IN,Midwest,Indianapolis,46227,39.68,-86.13,1,1,1,950537,958700,964582,16370,16600,16600,57086,3407,0.49%,0.51%,0.00536375,0.009023968,0.006502386,172,27539,29547,32,31,33,37380,154371,116500,45621,2910,171,3754,28,3014,1588,10,172,1255,1641,2549,2362,1518,1080,425,11002,1903,3368,2082,1762,1274,733,615,397,12134,8707,4804,7501,2124,139,531,3447,5736,2640,25687,23136,48,7575,5901,2880,4174,1841,522,176,7243312.68,7529370.091,7347718.469,6177244.622
indiana indianapolis NW,3015 W 86th St Indianapolis IN,IN,Midwest,Indianapolis,46268,39.9,-86.23,1,1,1,950537,958700,964582,23850,24050,24000,24965,1879,0.38%,0.46%,0.00536375,0.009023968,0.006502386,187,11460,13505,34,32,36,41718,175777,135900,11520,9787,74,735,10,1975,864,9,58,895,161,1317,1131,497,312,183,4554,769,1546,917,754,552,358,374,377,5647,3737,2072,4512,880,46,209,2695,2029,890,12214,11201,55,2970,3113,1350,2236,983,371,216,,,6823921.104,6199734.11
indiana Lafayette ,3530 State Road 38 Lafayette IN,IN,Midwest,Lafayette,47905,40.4,-86.8,1,1,0,191199,193817,195732,52730,53710,53680,38910,325,1.01%,1.05%,0.005239625,0.015123856,0.011062714,206,18887,20023,36,35,38,52174,199532,136300,33728,1554,124,640,2,2043,819,16,158,1203,1736,2203,2337,1466,894,308,10305,999,1612,911,824,553,303,233,177,5612,7791,2446,4599,1081,90,129,1792,2532,1643,17306,15917,70,3134,3948,2460,3996,2236,389,412,,6142845.11,6117444.662,5285076.091
indiana Merrillville,101 W Lincoln Hwy Merrillville IN,IN,Midwest,Merrillville,46410,41.48,-87.32,1,1,0,484601,484440,485493,25600,25450,25170,38340,1299,0.25%,0.38%,-0.00300637,-0.000324631,0.002123211,219,17957,20383,36,34,38,48865,164733,130400,17385,17380,92,514,8,1759,1202,17,104,1195,1756,2194,1986,1160,815,288,9498,448,1472,1050,911,767,420,382,317,5767,6116,3617,4805,727,139,244,1991,2367,1164,16559,15265,58,3747,3319,1910,4173,1516,304,92,5373783.39,7658511.538,7917107.27,7790931.634
indiana Noblesville,301 Noble Creek Dr Noblesville IN,IN,Midwest,Noblesville,46060,40.1,-85.9,1,1,1,322933,330311,338011,39110,39080,39070,34708,435,2.48%,1.85%,0.025429215,0.02668422,0.027848806,222,16873,17835,33,32,34,58526,255521,159700,31326,1495,73,524,22,612,656,6,167,2007,2189,1907,1576,918,440,140,9344,340,918,760,641,350,223,145,57,3434,7228,2105,2742,703,459,0,856,1787,1309,14049,12778,96,2191,2806,1810,3534,2027,602,407,10809045.52,11155311.13,11062180.99,9035317.987
Iowa Clive,10331 University Ave Clive IA,IA,Midwest,Clive,50325,41.62,-93.79,1,1,0,480487,485833,490161,34370,34350,34340,15448,2009,2.65%,2.32%,0.014363297,0.012364925,0.010010362,206,7701,7747,38,37,38,90993,324585,226500,13615,331,26,620,3,529,324,19,23,465,1021,1182,1017,535,216,40,4499,158,409,222,169,102,52,72,73,1257,3704,618,1098,336,36,0,278,914,229,6081,5756,182,685,821,319,1444,1138,813,751,11224223.26,10421010.22,10396233.07,8782646.486
Iowa Council Bluffs,3271 Marketplace Dr. Council Bluffs IA ,IA,Midwest,Council Bluffs,51501,41.23,-95.88,1,1,1,93416,93264,93206,37500,38600,38880,35406,1466,0.01%,0.07%,-0.00109251,-0.001628054,-0.000621231,196,17384,18022,35,34,36,40969,128854,95900,31434,694,231,295,11,1708,1033,11,197,1231,1341,1840,1745,1170,784,248,8556,735,1248,1016,1090,714,394,241,103,5541,5392,3479,4151,1075,219,231,1339,2087,1202,15072,14097,44,4052,3456,1908,3259,821,244,79,,4313221.762,5391755.698,4605651.936
Iowa Waterloo,2060 Crossroads Blvd #2001 Waterloo IA ,IA,Midwest,Waterloo,50702,42.45,-92.31,1,1,0,132238,131723,131228,17500,17850,18200,19970,2129,0.13%,0.17%,-0.00639667,-0.003926442,-0.003773959,209,9598,10372,36,34,38,40561,136666,100900,16995,1585,43,230,96,507,514,14,149,885,886,1022,1050,677,648,316,5633,465,735,441,427,296,128,158,209,2859,3522,1568,2755,647,30,152,729,1564,512,8967,8492,49,2497,2270,1192,2135,512,32,51,5115480.595,4741364.261,4681792.195,3642261.192
Kansas Olathe,2000 E Santa Fe St Olathe KS,KS,Midwest,Olathe,66062,38.85,-94.78,1,1,1,591305,598127,602401,29680,30000,29840,74411,1558,0.82%,0.77%,0.009694771,0.012502405,0.007832788,207,36927,37484,33,32,34,82333,268800,200400,63128,3716,285,3702,58,1565,1957,4,139,3246,5357,5143,3325,1358,610,149,19327,816,2202,1369,1000,555,296,280,186,6704,16458,3343,4926,1304,174,0,2336,2385,1953,27198,26031,120,2675,3629,2618,7559,5985,2403,1647,9517242.888,10096915.16,9984701.635,7974796.032
Kansas Wichita,301 S Towne East Mall Dr Wichita KS,KS,Midwest,Wichita,67207,37.66,-97.23,1,1,0,513176,513484,516042,18070,18210,18050,26978,2685,0.45%,0.43%,0.000168294,0.000617076,0.005124938,179,13188,13790,31,31,32,45938,182434,132300,16022,4611,283,3619,60,999,1384,7,107,959,1026,1323,1237,711,421,171,5955,1196,1772,824,769,472,217,135,56,5441,4536,20187,3931,842,67,242,1535,2205,1332,12386,11396,62,2551,2898,1231,3040,912,320,126,7388572.075,7620056.381,8065956.744,7191470.794
Kentucky Elizabethtown,1811 North Dixie Hwy Elizabethtown KY,KY,South,Elizabethtown,42701,37.7,-85.9,1,1,1,108161,110279,110958,75540,75900,73160,48194,304,0.97%,0.56%,0.011192146,0.019803647,0.006348761,169,23462,24732,38,36,40,47822,221408,155000,41058,4042,157,1006,75,489,1367,7,126,1249,2163,3152,2675,1678,1044,339,12426,825,1805,1297,1109,778,444,290,182,6730,9862,3307,5092,895,354,115,1356,2744,2216,20611,19156,69,4632,4127,2166,4061,2445,707,566,5976307.224,6421961.592,6374672.338,5536379.88
Kentucky Florence,4874 Houston Rd Florence KY,KY,South,Florence,41042,38.99,-84.65,1,1,1,130952,131901,133581,24800,25510,25220,49968,1744,0.88%,1.12%,0.012138423,0.007949871,0.014073534,216,24152,25816,36,34,37,53637,182567,144000,44390,1837,108,1223,70,1276,1064,31,194,1713,2592,2864,2625,1677,958,243,12866,743,1733,1406,1144,775,484,344,247,6876,9494,3588,5509,1151,218,572,1744,2819,1801,21017,19742,80,4418,3670,3090,5098,2449,739,371,9118645.842,9519052.795,9278258.198,7499218.709
Kentucky Jeffersontown,11501 Bluegrass Pkwy Jeffersontown KY,KY,South,Jeffersontown,40299,38.2,-85.5,1,1,1,769828,768101,766757,44240,44560,44890,38371,723,0.27%,0.22%,0.003185752,-0.002327324,-0.001811189,209,18745,19626,39,38,40,69207,269770,186500,33176,3097,67,695,7,610,719,20,116,1478,2366,2873,2566,1532,974,284,12189,236,842,632,577,368,169,134,75,3033,8749,2006,3745,722,89,89,796,1191,1291,16166,15222,131,1669,2825,1791,4044,2923,990,610,16466476.01,16416178.56,16352943.48,12296811
Kentucky Lexington,1996 Pavilion Way,KY,South,Lexington,40509,37.99,-84.37,1,1,0,321964,322426,323152,47180,47410,47290,32364,787,2.59%,1.80%,0.007815448,0.001556352,0.002445696,173,15440,16924,33,33,34,66806,307141,205400,24560,4662,71,1518,17,768,768,12,150,1890,2140,1677,1406,792,344,107,8506,705,1652,973,784,466,222,177,223,5202,6325,2060,4103,1220,155,222,1223,1937,2340,15131,13708,117,2371,2357,1642,3368,2335,949,917,12481888.57,12012113.4,12364803.72,10747910.89
Louisiana Kenner,1000 W Esplanade Blvd Kenner LA,LA,South,Kenner,70065,30.03,-90.23,1,1,0,436126,433884,432493,38480,38620,38820,51116,6365,-0.13%,-0.27%,-0.001030952,-0.005182497,-0.003215367,183,25048,26068,38,36,40,53282,260254,188500,34295,8956,178,2307,19,3972,1389,16,87,1090,1741,2931,3350,1990,923,226,12338,629,1957,1300,1186,900,382,285,192,6831,9271,4014,4790,1094,13,483,2121,2437,1859,21784,19169,87,3818,4197,2437,4275,2149,1016,1109,9417829.836,9388116.374,9199868.99,8820414.835
Louisiana Lafayette,4210 Ambassador Caffery Pkwy Lafayette LA,LA,South,Lafayette,70508,30.16,-92.03,1,1,0,241756,243113,244390,34040,34840,36240,34810,1395,1.32%,1.33%,0.002163597,0.006103952,0.005744102,160,16927,17883,35,34,36,69131,334661,211900,29341,3700,111,707,22,339,590,28,162,1192,1719,2339,2020,1066,577,116,9191,952,1778,895,773,418,199,184,140,5339,6938,2105,4382,1105,272,94,1668,2319,953,15831,14530,115,2354,2233,1828,3275,2420,1193,1294,10360723,10295759.62,10790683.8,9594125.525
Louisiana Shreveport,1376 East 70th St Shreveport LA ,LA,South,Shreveport,71105,32.45,-93.71,1,1,0,245935,242833,240204,45040,44990,45310,21907,2382,-0.05%,-0.60%,-0.011354122,-0.012136625,-0.010286005,176,10458,11449,36,33,39,57798,214183,165700,18304,2207,93,604,24,259,416,16,77,769,774,1134,1151,780,766,400,5851,920,1622,732,555,467,205,156,96,4753,4067,1540,4160,837,0,115,1441,2352,973,11161,10604,69,1921,2055,1490,2671,1603,380,361,4217035.411,8305328.045,8202657.398,7898882.688
Louisiana Slidell,150 North Shore Blvd,LA,South,Slidell,70460,30.33,-89.83,1,1,0,255921,258035,260419,33200,33940,32840,22096,603,0.70%,0.69%,0.014722184,0.009013234,0.010164404,185,10945,11151,36,35,38,43944,178558,137000,14344,6123,186,195,14,559,675,8,98,763,1139,1502,1377,801,448,111,6239,161,446,367,329,231,117,72,21,1744,3879,1925,1728,451,135,0,129,717,1443,8741,7983,64,1876,2180,780,1866,715,310,183,6031072.842,5630851.973,5393896.085,5112034.373
Maryland Crofton ,1647 Crofton Center Crofton MD,MD,Mid-Atlantic,Crofton,21114,39.01,-76.68,1,1,1,571339,575523,579234,18320,18320,18620,25225,4530,0.26%,0.25%,0.007574859,0.007758435,0.006881346,166,12221,13004,35,34,37,107715,432578,359400,20243,2563,44,1152,30,375,818,8,68,1176,1704,1942,1464,755,258,59,7426,165,697,565,372,206,63,32,26,2126,5186,1549,2195,622,8,0,288,1008,900,9857,9552,204,397,627,916,2488,2663,1480,1150,,4698973.066,11249966.36,9553388.875
Maryland Frederick,1811 Monocacy Blvd Frederick MD,MD,Mid-Atlantic,Frederick,21701,39.46,-77.34,1,1,1,250622,254943,259547,19010,19120,19250,35293,907,1.10%,1.03%,0.015468495,0.018448625,0.019656901,148,16881,18412,40,39,41,72646,350287,276200,28400,4155,111,991,10,597,1029,3,103,1108,1895,2247,1985,1192,812,299,9641,426,1237,971,933,675,361,259,105,4967,6419,2185,4705,1299,62,166,1458,2208,1739,15847,14608,129,2380,2209,1681,3467,3056,1207,799,,7959058.272,10179898.62,7760119.003
Maryland Gaithersburg,209 Kentlands Blvd,MD,Mid-Atlantic,Gaithersburg,20878,39.11,-77.25,1,1,1,1046822,1048478,1050688,25290,25470,25570,62446,2860,0.89%,0.59%,0.008175465,0.001697413,0.002265268,124,30376,32070,38,37,39,116347,601781,525300,36944,5881,153,14487,27,2598,2356,4,61,1246,3332,4996,4067,1771,510,151,16134,337,1835,1634,1190,640,240,156,102,6134,13833,3002,4300,1133,88,54,1627,2722,1893,23155,22268,213,1509,1989,1800,4358,4735,3520,4703,,462257.136,9946845.85,6680294.222
Maryland Glen Burnie,6716 Governor Ritchie Hwy Glen Burnie MD,MD,Mid-Atlantic,Glen Burnie,21061,39.16,-76.64,1,1,1,571339,575523,579234,32810,33250,33750,53684,4423,0.36%,0.35%,0.007574859,0.007758435,0.006881346,150,26210,27474,35,33,36,60430,275103,247900,34895,12028,190,2476,93,2034,1968,6,106,1369,1933,2681,2246,1442,1012,276,11065,1094,2821,1952,1891,1174,549,367,153,10001,8585,4909,5916,1656,14,213,3343,4254,2452,22143,21066,84,3931,4105,2557,5569,3305,1104,802,,,3099082.723,6840094.709
Massachusetts Dedham,300 Providence Hwy Dedham MA,MA,New England,Dedham,2026,42.25,-71.18,1,1,1,700599,703230,706775,62690,62410,62430,24711,2412,0.44%,0.26%,0.005230164,0.003909251,0.00526731,104,11950,12761,43,41,45,84704,607677,373700,21841,1344,64,640,4,402,415,9,22,512,1209,1630,1552,956,785,299,6965,111,584,454,492,301,198,265,274,2679,4855,1448,2766,575,22,212,817,1202,551,10184,9644,177,1329,970,1065,2177,1973,1021,1052,,,8076927.946,6835038.696
Massachusetts Seekonk,1110 Fall River Ave Seekonk MA,MA,New England,Seekonk,2771,41.84,-71.32,1,1,1,560941,564092,565217,51720,51260,51090,13708,746,0.72%,0.55%,0.005227927,0.005737791,0.002048561,135,6653,7055,44,43,44,70966,405009,303100,13044,147,30,166,2,131,188,5,5,262,822,1176,1032,616,404,136,4453,27,119,131,136,71,48,55,26,613,3286,651,897,232,39,21,127,146,239,5292,5066,153,622,757,536,1160,935,443,398,8124951.888,10533903.39,9849662.957,8494276.853
Michigan Bloomfield Hills ,2102 S Telegraph Rd Boomfield hills MI,MI,Midwest,Boomfield Hills,48302,42.59,-83.29,1,1,1,1256016,1256694,1257584,15960,15910,15970,15366,1382,-0.02%,0.93%,0.004146767,0.000563541,0.000739752,160,7528,7832,50,49,50,110034,638733,369000,12345,1039,20,1564,6,63,323,9,11,180,568,1153,1434,1115,689,266,5416,32,130,148,146,108,59,49,68,740,4006,550,1399,201,5,7,157,272,399,6770,6156,325,572,729,511,998,943,746,1645,10026001.53,9169581.931,9350702.971,8611320.989
Michigan Georgetown Township,334 Chicago Dr Georgetown Township MI,MI,Midwest,Georgetown Township,49428,42.92,-85.84,1,1,0,286581,289808,291830,25510,25770,25900,25420,1537,0.81%,0.82%,0.010862075,0.012217469,0.007655321,225,12320,13100,38,36,39,57859,203200,143900,24220,222,72,317,3,165,421,13,95,1052,1369,1833,1542,1081,753,232,7957,107,279,200,131,82,81,169,328,1377,6314,904,1879,237,17,126,420,668,400,9709,9334,95,1353,2111,1473,2935,1324,276,217,8103070.489,8935200.59,9356814.317,8149742.482
Michigan Kalamazoo,4620 Stadium Dr Kalamazoo MI ,MI,Midwest,Kalamazoo,49008,42.27,-85.62,1,1,0,262998,264680,265066,12620,12710,12910,16186,2471,0.18%,0.25%,0.006755706,0.00670785,0.001539376,150,7881,8305,32,30,35,44893,223145,151100,13398,1582,61,348,7,223,567,0,71,496,630,768,941,572,441,179,4098,756,726,324,283,233,178,186,157,2843,2406,896,2756,883,0,44,1066,1040,434,7529,6941,99,1969,1365,678,1268,707,329,338,7363892.326,7572219.451,7788175.92,6482200.277
Michigan Roseville,32123 Gratiot Ave. Roseville MI,MI,Midwest,Roseville,48066,42.51,-82.94,1,1,1,871364,872795,873972,42490,42370,42370,47388,4810,0.24%,0.33%,0.003363634,0.001700834,0.001398939,254,22927,24461,38,36,39,40289,104576,66000,39378,5594,202,762,5,191,1256,8,196,1767,2594,3109,2536,1584,1402,573,13761,451,1277,1225,1145,820,377,293,244,5832,7506,4572,6207,1308,0,96,1834,2115,2258,21303,19593,49,5789,5126,2868,4247,1256,261,97,,9695970.043,8481800.362,7946796.298
Michigan Saginaw,5417 Bay Rd Saginaw MI ,MI,Midwest,Saginaw,48604,43.49,-83.97,1,1,0,191965,190791,190539,8700,8650,8480,13074,525,-0.14%,-0.24%,-0.002711871,-0.005874053,-0.00126087,273,6163,6911,27,28,27,41741,119324,81500,11014,1238,56,173,2,254,337,11,61,276,463,706,618,486,349,126,3085,284,253,192,171,128,58,59,24,1169,1897,859,1109,389,47,0,113,514,521,4566,4254,53,1439,1051,624,984,459,7,14,7531534.058,7093741.651,6850122.768,5849911.57
Michigan Troy,200 W 14 Mile Rd Troy MI,MI,Midwest,Troy,48083,42.56,-83.12,1,1,1,1256016,1256694,1257584,22320,22370,21820,22507,2605,0.36%,0.34%,0.004146767,0.000563541,0.000739752,169,10980,11527,39,38,40,63788,259964,163900,16434,1191,62,4073,1,195,551,11,37,613,1223,1561,1318,774,373,142,6041,128,664,515,374,282,320,358,236,2877,4773,1134,2648,363,66,53,1316,1048,832,9682,8918,107,2184,1263,809,2215,1436,730,333,2108936.318,10635234.67,9866234.261,9061675.877
Michigan Utica,45160 Utica Park Blvd Utica MI ,MI,Midwest,Utica,48315,42.67,-83,1,1,1,871364,872795,873972,25950,25730,25900,26563,2081,0.61%,0.61%,0.003363634,0.001700834,0.001398939,156,12684,13879,45,44,47,69171,305118,219300,24452,716,71,884,5,47,388,26,55,463,1319,2301,2115,1367,860,319,8799,45,171,171,138,114,143,212,207,1201,6257,1117,2372,254,45,20,410,546,288,10429,10000,160,1412,1957,1104,2189,1781,736,687,11320081.71,10232433.72,10212456.12,8940687.811
Michigan Wixom,10800 Assembly Park Dr Wixom MI,MI,Midwest,Wixom,48393,42.51,-83.56,1,1,1,1256016,1256694,1257584,16410,16690,16310,16111,1217,0.60%,0.48%,0.004146767,0.000563541,0.000739752,134,8034,8077,35,34,35,47908,238817,164200,13207,1531,44,680,1,304,344,4,47,458,849,1112,769,356,217,81,3889,385,928,623,480,282,95,19,7,2819,2913,1125,2215,455,0,0,1775,1170,147,7640,6708,90,1846,1534,776,1452,878,398,213,5904058.821,13622879.36,13162393.17,10745685.42
Minnesota Blaine,4405 NE Pheasant Ridge Dr Blaine MN,MN,Midwest,Blaine,55449,45.17,-93.19,1,1,1,350203,353441,356921,27150,27640,28710,23277,1042,3.05%,1.61%,0.011094114,0.009769579,0.010499733,195,11372,11905,34,34,34,95621,340608,233600,19050,807,72,2471,3,228,646,2,104,1440,1998,1763,1361,587,185,25,7463,53,204,183,149,85,65,43,22,804,5365,1004,1418,480,376,14,181,407,375,8705,8267,159,739,799,675,2421,2236,1194,706,9505440.036,9669183.898,9517589.453,8542307.563
Minnesota Burnsville ,14230 Burnhaven Dr Burnsville MN,MN,Midwest,Burnsville,55306,44.73,-93.29,0,1,1,421518,425040,429021,15860,16050,16310,15935,2558,0.43%,0.48%,0.009927081,0.008822402,0.00997217,152,7858,8077,36,35,37,59679,299695,227300,12542,1112,71,828,3,772,607,17,49,454,756,1202,922,484,242,40,4149,362,739,393,333,209,74,65,76,2251,3178,989,1693,540,8,54,940,1005,277,6776,6400,114,1217,1204,918,1573,807,518,396,10153496.41,9850205.952,9456592.392,7974517.075
Mississippi Gulfport,15065 Creosote Rd Gulfport MS,MS,South,Gulfport,39503,30.5,-89.1,1,1,0,204966,206284,208080,42820,43480,43720,45309,375,1.14%,0.86%,0.013105574,0.0070159,0.009560362,200,22505,22804,34,33,35,46853,176773,148300,30910,10983,195,962,65,852,1342,9,219,1690,2146,2715,2453,1559,708,150,11640,629,1570,1025,754,443,233,143,32,4829,8139,3829,3488,1013,636,99,519,1645,3199,18776,16469,69,4123,4182,2279,3483,2237,527,381,6141457.164,6200858.131,6239891.65,5864318.266
Mississippi Hattiesburg,100 Turtle Creek Dr Hattiesburg MS,MS,South,Hattiesburg,39402,31.3,-89.4,0,1,0,61536,62637,63343,34880,35350,35240,37492,427,0.77%,0.83%,0.003065735,0.019624269,0.012583773,181,17823,19669,33,32,34,54592,240264,183200,26846,9124,78,635,24,309,476,13,181,1303,1704,2041,1857,1332,901,264,9583,1199,1783,961,645,364,220,207,186,5565,7167,2589,4095,1297,296,117,1086,2797,2137,16884,15148,100,3891,2806,1723,3916,1941,627,934,5562508.061,6122390.976,6282710.683,5707126.973
Mississippi Jackson,6360 Ridgewood Court Dr Jackson MS,MS,South,Jackson,39211,32.37,-90.11,1,1,0,239929,235824,231840,21270,21590,21490,24515,1997,-0.05%,-0.45%,-0.009144555,-0.016706007,-0.016213576,197,11677,12838,36,34,38,56453,233208,167800,14158,9288,35,266,11,542,215,12,64,985,1202,1436,1456,948,802,322,7215,521,1188,556,411,281,114,100,88,3259,4501,1856,3383,744,16,74,594,1733,925,11454,10484,103,2024,1939,1338,2308,1194,351,996,7771019.437,7690360.968,7735906.613,7761178.901
Missouri Ballwin,13907 Manchester Road Town and country MO,MO,Midwest,Town and Country,63011,38.61,-90.56,1,1,1,996227,995219,994205,47690,47660,48250,36347,2520,0.21%,0.22%,-0.00161187,-0.001009171,-0.001015178,199,17394,18953,44,42,45,85133,336021,249400,32954,816,63,1804,3,145,562,25,54,825,1928,2974,2650,1764,1290,360,11845,188,415,366,351,175,152,289,392,2328,8898,1531,3244,500,148,68,426,879,927,14828,14173,216,1572,2014,1197,3028,3269,1319,1367,7797014.028,8716466.506,9309973.766,7778244.067
Missouri Fenton,665 Gravois Bluffs Blvd,MO,Midwest,Fenton,63026,38.5,-90.46,1,1,1,996227,995219,994205,35960,35670,35920,44124,1744,0.07%,0.20%,-0.00161187,-0.001009171,-0.001015178,196,21719,22405,39,38,39,70132,251687,187800,41829,347,114,945,22,197,670,8,159,1639,2782,3793,2998,1628,689,166,13854,253,736,526,536,312,126,99,77,2665,9653,2610,3415,861,166,31,453,1553,927,17360,16539,124,2462,2854,1681,3870,3123,1435,756,10329866.2,10675805.27,10735855.07,8524758.125
Missouri Kansas city,600 NE Barry Rd Kansas City MO,MO,Midwest,Kansas City,64155,39.27,-94.57,1,1,1,242527,246360,249948,42370,42010,41660,21901,1970,1.44%,1.31%,0.017713901,0.01721536,0.016114979,248,10731,11170,34,34,35,72990,213569,166400,19217,1199,81,417,25,343,619,3,80,1106,1472,1567,1196,550,251,67,6289,251,613,427,322,153,84,42,8,1900,4752,1223,1710,504,33,12,670,864,618,8670,8189,109,812,1389,999,2972,1514,556,240,7852840.25,8072073.23,8332100.352,7374595.68
Missouri lee summit,601 N State Highway 291 Lee's Summit MO,MO,Midwest,Lee's Summit,64086,38.9,-94.3,1,1,1,698072,700784,703011,23200,23550,23650,21925,586,0.62%,0.49%,0.008360438,0.004018701,0.003300017,224,10623,11302,36,36,37,78203,298830,167800,19184,1466,70,337,26,316,526,7,71,782,1372,1815,1271,604,270,43,6228,239,537,417,368,237,109,97,75,2079,4809,1264,1765,469,8,25,305,1007,525,9203,8307,130,810,1314,775,2456,1637,593,454,7287162.98,8004158.179,8482234.565,7455651.725
Missouri O'Fallon,20 O'Fallon Square O'Fallon MO,MO,Midwest,O'Fallon,63366,38.9,-90.7,1,1,1,395130,398780,402022,21750,21880,22090,46175,672,1.52%,1.46%,0.012683698,0.010088363,0.008960677,203,22606,23569,36,35,37,66352,232637,180200,42285,1667,134,797,46,440,806,10,178,2250,3072,3472,2266,1615,897,192,13942,345,744,615,539,257,188,237,146,3071,9927,2656,3545,885,280,0,683,1741,1256,17758,17013,115,2406,3076,2353,5232,3143,832,498,8192194.848,8897396.832,9366166.483,8308102.046
